,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Most_Important_Issue_Education,Most_Important_Issue_Financial,Most_Important_Issue_Social,Most_Important_Issue_Healthcare,Most_Important_Issue_Other,Most_Important_Issue_Environment,Most_Important_Issue_Military,Most_Important_Issue_Foreign_Affairs
6803,0.22640455090434727,-0.36374325259556867,0.03865943071671691,-1.0766386861438364,-1.1507846223055909,0.4257142857142857,-0.8080971352339994,0.4560314173679664,0,0,0,0,0,1,0,0
6367,-0.24196853643296273,-0.19928449367593137,-2.110291739274436,0.026649592287444415,0.24119345066451175,-0.8994285714285715,-0.6891554866513511,-0.6665074561531816,0,1,0,0,0,0,0,0
4980,-0.741581743716638,0.9641179157113284,-0.5570873524253528,-0.1642693196233501,0.3849531524654347,-0.46485714285714286,-0.0020902566187605133,0.08185179286091704,0,0,0,0,1,0,0,0
1032,-1.7293540884411887,-1.7804302755642256,-1.8579309111705862,-0.34287158454840133,1.6658851092218807,-0.5414285714285714,2.0028624212113058,-1.040687080660231,0,1,0,0,0,0,0,0
8932,-0.5793573610688197,0.41866080339804984,0.40944445166022697,1.7109110012162143,0.4281711003972358,0.06542857142857161,-0.401380549878452,0.4560314173679664,0,0,0,1,0,0,0,0
6031,-0.20651019026497758,0.6410484601809036,-0.21958776210241288,0.002761779319735738,-0.004608628197608552,-0.09399999999999986,-0.7151858198775035,-1.040687080660231,0,0,0,0,0,0,1,0
7877,2.2818463472573245,1.9562635704843734,2.1326691478649176,-0.196079450403526,1.0947479223175893,0.0022857142857144463,-1.2828942547249567,0.8302110418750157,0,0,0,1,0,0,0,0
5384,1.51440412777859,2.510677001319638,1.3611687919811513,-0.6147592180290319,1.165577336983597,-0.06514285714285717,1.4776791453408453,0.4560314173679664,0,0,1,0,0,0,0,0
5568,-0.11813336424543777,-0.02986219735990963,-0.3844481442275834,-0.4561453022384041,-0.3287432376861189,-0.35685714285714276,-0.7546257880057966,0.08185179286091704,0,1,0,0,0,0,0,0
246,1.2242165431052197,1.0018440516224123,0.06170732675022483,-0.2731633816262271,0.19647487954063395,-0.8568571428571428,-0.10470576299519493,-1.4148667051672803,0,0,0,1,0,0,0,0
2216,-0.5976193892905802,-0.8692789149941619,0.1909825568183902,0.7613935088769437,-1.1063661758201284,-0.36657142857142855,-0.010035595489991101,0.08185179286091704,1,0,0,0,0,0,0,0
4365,-1.83963832856785,-1.1702928884548327,-1.3858305002599156,-0.7061100490643117,0.12834658662036388,0.9222857142857146,1.3042065446487734,0.4560314173679664,0,1,0,0,0,0,0,0
2844,-0.11950248816448387,-0.001884939817084286,0.19796079884898368,-0.8368931680432653,-0.9632067232960363,0.24714285714285733,-0.8901507345871723,0.8302110418750157,0,0,1,0,0,0,0,0
3126,0.30291802677031276,-0.6581042689438732,-0.4139303999399378,1.3147386392202691,0.6001425182091954,-0.09828571428571431,-0.424907641945216,0.08185179286091704,0,0,0,0,0,1,0,0
7952,1.95288707506481,2.47662391711293,2.0691017699871974,0.7392073052564019,1.8654679937680472,-0.7314285714285713,2.0833795696979944,-0.2923278316461323,0,0,0,1,0,0,0,0
4941,-1.140196916192099,-1.5053667381645968,-2.064283291385122,1.1249054028973795,-1.1063661758201284,-0.26742857142857135,1.662480547119013,1.9527499153961638,1,0,0,0,0,0,0,0
9263,1.8630005958892624,1.950901050893504,2.133637031509032,0.14423114706307727,0.8684539449524623,0.21771428571428597,1.8101573279445367,0.4560314173679664,1,0,0,0,0,0,0,0
7093,0.7514267838891557,0.9333338317763685,1.0189310059001295,-0.1816862510900612,0.06442003863790767,0.9831428571428571,-0.03587650332032139,0.4560314173679664,0,0,0,1,0,0,0,0
8897,-0.3488826921618089,-0.2124637969011172,-0.1993893215233412,-0.02726284452991415,-0.3878677914539305,-0.3005714285714285,-0.5893226839721171,0.4560314173679664,1,0,0,0,0,0,0,0
872,-0.17829776371020023,-0.4760378405004393,-0.2993630608254282,0.38275737551649597,-0.4196810031259507,-0.27028571428571424,-0.5110009419983599,0.08185179286091704,0,0,0,0,0,1,0,0
5780,-0.20761624343914858,-0.8428839072202579,-0.5729404254029848,-0.39436604096744116,-0.6699849515643005,0.5394285714285716,-0.11060187039329183,-0.6665074561531816,0,0,0,0,0,0,1,0
6156,-0.1439940433953475,-0.4267801304453446,-0.001225815456667795,0.2612873317386215,-0.26151531868109446,-0.4208571428571428,-0.6323707778023774,1.2043906663820652,0,0,0,1,0,0,0,0
2911,-0.782950906209847,0.6108348492461221,0.6171848932885075,1.443049995904517,0.9323804929349188,-0.4145714285714286,-0.08192695721154852,-0.2923278316461323,0,0,0,1,0,0,0,0
906,-1.789294015739738,-1.8847742110028751,-2.0769200220662056,0.12719367015209995,0.740900973625965,0.3391428571428574,2.2229821982542575,0.8302110418750157,0,0,0,1,0,0,0,0
4312,-0.24104772449507436,-0.1446346382197215,-0.19927656469419194,-0.9808213596775924,-1.1886003267459169,0.46171428571428574,-0.711049420327927,0.4560314173679664,0,1,0,0,0,0,0,0
5732,-0.7224209296017673,-0.7627257446041283,0.1593478740552873,0.24160127314968483,-1.4638146201727356,0.7237142857142858,0.0065993212012477424,-0.2923278316461323,0,0,0,0,0,1,0,0
9007,2.075025627133754,2.0715032242373064,1.7481073437897945,0.14951264907749232,0.3159244856299185,0.7437142857142858,1.7503286467820653,-0.2923278316461323,0,1,0,0,0,0,0,0
2369,0.21842370597298275,-1.7489111392530916,-1.350203992427347,-1.0041399867930278,0.9951065423637137,0.0971428571428572,0.9359454905427135,1.5785702908891144,1,0,0,0,0,0,0,0
2144,-1.5047338847534912,1.0450240488074436,-1.0117668582581372,3.718366626113015,0.5728311761134042,-0.07228571428571429,0.8707220206350921,1.5785702908891144,1,0,0,0,0,0,0,0
2583,-0.5723938409159823,-0.2581552223611712,-0.44408720946959507,-0.8267264063702275,-0.626767003632499,-0.07314285714285718,-0.29036573961613915,-1.7890463296743297,0,0,1,0,0,0,0,0
7802,0.6955967161660531,0.342214105164893,-0.013385281709981394,-1.009711186144991,-0.8686674621952207,0.7285714285714286,-0.8646157149356051,-1.040687080660231,0,0,0,0,0,0,0,1
7121,-1.83963832856785,-0.030159581802308006,-0.030577672517348574,-0.5982300562993726,-0.25041070705972884,-0.4314285714285715,-1.005076267820631,1.9527499153961638,1,0,0,0,0,0,0,0
6237,1.167891559245276,2.278324749636694,1.9555200644434247,-0.08143523944086015,1.366960969360255,-0.2568571428571429,1.5372529264101071,0.08185179286091704,0,0,0,1,0,0,0,0
5244,0.2617362591434291,-0.17042805578632744,0.4871938255550047,-0.04646415851893979,0.038309195095777744,-0.7062857142857142,-0.7509871667758821,0.08185179286091704,0,0,1,0,0,0,0,0
7047,-0.3153154900793739,0.07981903063007768,-0.0846883619145845,-0.12588315262065058,-0.14086521403814892,-0.5357142857142856,-0.7553987911324691,0.4560314173679664,1,0,0,0,0,0,0,0
4914,-1.6396696838869307,-1.7631349289146405,-1.9799785910720369,-0.30091730861089694,1.1964901747403713,-0.09457142857142853,2.011239946170777,1.5785702908891144,1,0,0,0,0,0,0,0
6789,-0.51715491122901,-0.22397387944000366,-0.0665076928165668,-0.41280531234649287,-1.0640486018035729,0.3431428571428574,-0.46137091970581257,0.8302110418750157,0,0,0,0,0,1,0,0
7353,2.1353781158227267,-2.1265817397065607,1.9415584109634931,0.5446501331483975,-1.1063661758201284,0.1677142857142857,1.9273290427839926,0.8302110418750157,0,0,0,0,0,1,0,0
7091,2.191703941378898,0.6906181153967148,1.9581168589174296,-0.47589941376851375,1.0425262352333289,0.052000000000000046,1.518116964841209,0.8302110418750157,0,0,1,0,0,0,0,0
6359,-0.08945705474432576,0.5545334049282878,-0.458515053355339,-1.224423757885889,0.6055447617006707,-0.10342857142857143,-0.6953512746096501,1.5785702908891144,0,0,0,0,0,1,0,0
6458,-0.11805637809322411,-0.5057323844012318,-0.07514080300290324,-0.5623081357713287,-0.8494594853366424,0.138857142857143,-0.5784828786809941,1.5785702908891144,1,0,0,0,0,0,0,0
7773,-0.7466376610533483,0.23452721057342943,0.6418900902455459,-0.7333673715258744,-0.009110497773837765,-0.5342857142857143,-0.1496530467794033,0.4560314173679664,1,0,0,0,0,0,0,0
5542,0.44925678598432167,-0.20053534164707257,-0.2054518205586737,0.07268239697736104,-1.4869242173307127,0.745714285714286,-0.8465761728566014,-1.4148667051672803,0,0,1,0,0,0,0,0
1092,0.14181189566640562,0.44030678226648545,-0.28576909789475313,0.021982099170094502,-0.5349288642774211,0.41085714285714303,-0.9810159169452447,-1.4148667051672803,0,0,0,0,0,0,0,1
1335,0.22989716110090155,-0.07102736695427585,-0.20215233583530667,-0.3559544857950938,-1.0733524655944466,0.9234285714285715,-0.9986665436761637,-1.7890463296743297,0,0,0,0,0,0,0,1
5521,2.108574593294661,2.404070548674693,1.775638720623111,0.18490697988591218,0.12204396921364288,0.9282857142857144,1.9619927912111648,0.8302110418750157,0,0,0,0,0,1,0,0
494,-0.17523633191310925,0.3039084883676294,-0.4025606200695684,1.2636709371343275,-0.3956710320527279,-0.29314285714285715,-0.7472923972392416,0.08185179286091704,0,0,1,0,0,0,0,0
7081,-0.1012398191246876,0.04070693223591598,0.007964507508263828,-0.809822019532789,0.23939270283402023,-0.8977142857142857,-0.9631303810989786,0.08185179286091704,0,0,1,0,0,0,0,0
8714,1.1240427368378647,2.459263719351256,0.9709613718913293,-0.6540518847359351,1.0191165134369367,-0.5342857142857143,1.0894991422181841,-0.6665074561531816,0,0,1,0,0,0,0,0
1814,0.40592023077514194,-1.7786360540486292,0.11457120988828465,3.0761848701995462,1.223201267559332,-0.6914285714285715,0.5019951678755631,0.4560314173679664,1,0,0,0,0,0,0,0
936,-0.2510815694553942,-0.25572519422533235,0.2426704997632616,-0.9180457624230066,-1.669099872848792,0.9191428571428575,-0.6409542774701179,1.5785702908891144,0,0,0,0,0,1,0,0
3276,0.1699509419155307,-0.11949889125544112,-0.08436176198792993,0.5086500809301299,-1.2354197703387018,0.5062857142857142,-1.0098322782602018,-0.2923278316461323,1,0,0,0,0,0,0,0
2146,0.24465610565258247,-0.07530076021068181,-0.1808594561887736,0.1806399983489668,-0.0463259529373333,-0.6257142857142857,-1.0085418855446644,-1.040687080660231,0,0,0,1,0,0,0,0
2198,-0.02621346111883201,-0.12913813825785875,0.2325012137611006,-0.46218035442326966,-0.7444158618912918,0.03885714285714292,-0.8738005230588533,1.9527499153961638,1,0,0,0,0,0,0,0
2893,-1.8045449114910415,-1.8685205160966192,-1.8999187416388956,-0.17514344026903567,0.5302134774584337,0.539714285714286,2.119872850297746,1.2043906663820652,0,0,0,1,0,0,0,0
8041,0.20685947506899932,-0.04336670963834622,0.6175973631934673,-0.016974078004858638,-0.3161380028726766,0.20257142857142885,-0.6942212434219379,-1.040687080660231,0,0,0,0,0,0,0,1
5067,1.9962482200059475,0.6555633281979382,1.7166782592715768,-0.7137729793526977,0.3438360770025402,0.7171428571428571,1.199244148605059,1.5785702908891144,1,0,0,0,0,0,0,0
3136,-1.6295308469510634,-2.1265817397065607,-1.9008922852134549,-1.224423757885889,1.2316047574349602,-0.1279999999999999,1.7018315654035578,0.8302110418750157,0,0,1,0,0,0,0,0
6114,-0.5034875022517207,-0.0040422793993086835,-2.110291739274436,0.4094078660203195,-1.4881247158843738,0.7468571428571429,-0.4905306039628759,-1.7890463296743297,0,0,1,0,0,0,0,0
1120,1.061972676932885,-1.8689012001076608,-2.0972774368359346,1.6480933481420343,1.3054354184851205,-0.7697142857142858,1.6627519362396856,0.8302110418750157,0,0,1,0,0,0,0,0
847,0.9885497216034183,0.8914698723793925,-0.1446107845932712,-0.5439531806557175,-1.4539105071050311,0.7142857142857144,-0.35081715599212837,-1.040687080660231,0,0,0,0,0,1,0,0
4147,-0.4823359557821363,-0.3318935278127148,-0.5486453787944958,-0.6423451743376056,-0.054729442812961215,-0.6177142857142857,-1.2828942547249567,-0.2923278316461323,1,0,0,0,0,0,0,0
2692,-1.6365369690936293,-2.0107834228898787,-2.025521021632751,0.8622055100084526,1.0002086612167733,0.0922857142857143,2.1656481288243246,0.8302110418750157,1,0,0,0,0,0,0,0
1596,-0.7009140993360773,0.3881811547463185,0.7423791370924397,-0.20355782544577553,-0.19398727503765492,-0.4851428571428571,-0.12294236237554872,0.08185179286091704,0,0,1,0,0,0,0,0
7676,-0.5235028841551104,-0.08818274983245906,0.8775243634430133,-0.13692009758099852,-0.32574199130196607,0.21171428571428574,-0.13886934685821906,-0.6665074561531816,0,0,0,0,1,0,0,0
6910,-0.5949427301252366,-0.581609224516646,0.43888628452686135,-1.0591513725460764,0.7520055852473309,-0.24285714285714288,-0.1333817894974754,1.2043906663820652,0,0,0,1,0,0,0,0
858,-0.9480869103472583,0.049480502219877036,-0.7657790007255699,-0.4297707921120891,2.0083273216537236,-0.8674285714285714,0.12467996575984633,0.08185179286091704,0,0,1,0,0,0,0,0
8496,1.4429458931531038,0.717650749172261,0.8414580379226054,0.08853350430557495,1.0302211250583027,0.06371428571428583,0.22265197351454472,0.8302110418750157,0,0,0,0,0,1,0,0
3329,-0.5962469492212086,-0.4145892771816694,-0.42548033273417585,-0.3670171084335496,-0.8347533780542932,0.124857142857143,-0.21102454993367628,-0.6665074561531816,1,0,0,0,0,0,0,0
5236,-0.5747268132654955,-0.48355273149901645,-0.7043374903392919,1.301323925192453,-0.08954390086913472,0.5582857142857143,-0.05642464021228134,-0.2923278316461323,0,1,0,0,0,0,0,0
8510,1.3465323307504178,2.247308182997689,0.8028976708723109,2.009060471001034,-1.1063661758201284,0.4331428571428573,0.9689211297322635,-0.2923278316461323,0,1,0,0,0,0,0,0
3817,-0.11651031078438547,-0.12250117753401264,-1.608220877554526,0.8800283782636767,1.2862274416265427,-0.17999999999999994,0.37140248846026624,0.8302110418750157,0,0,0,1,0,0,0,0
1698,-1.83963832856785,-0.2982432818028611,-0.39304835033582325,0.7495409267295899,0.062019041530585364,-0.7288571428571429,-0.39038399408669183,-0.2923278316461323,1,0,0,0,0,0,0,0
6043,-0.7837567415299334,0.45248362168884815,-0.3106465974604334,-1.224423757885889,-0.07783903997093859,0.5471428571428572,-0.22269741477325777,0.08185179286091704,0,1,0,0,0,0,0,0
4095,-1.0910435224487485,-0.6909910411245933,-0.09440386947856347,-1.0259683247415325,0.13975132288014463,0.9114285714285715,0.27237915958837466,0.4560314173679664,0,0,0,1,0,0,0,0
9042,0.9246123270741811,0.3944577631938467,0.40651506216386196,1.1363613994614896,1.39907430567069,-0.8588571428571429,-0.5216084523305587,0.8302110418750157,0,0,1,0,0,0,0,0
8887,-1.83963832856785,-1.580541544523907,-1.798278147011462,2.8514050701385933,-0.006409376028100344,0.4791428571428571,1.1397733832976047,-0.6665074561531816,0,0,1,0,0,0,0,0
7261,0.14412253235310035,0.03976984290364159,-0.20746917962685393,-0.11670319037494091,-0.3956710320527279,-0.29314285714285715,-1.051434119097012,-1.4148667051672803,0,1,0,0,0,0,0,0
4847,0.274340634837623,0.010056457720480106,-0.3649141859093213,0.21929051199984023,-1.1063661758201284,0.9548571428571431,-0.914518161168771,-0.6665074561531816,0,0,0,0,0,0,1,0
7007,-0.2219256557991638,-0.13975226105447355,0.15901833361207582,0.5859775371557339,-1.027733520555323,0.3085714285714287,-0.7515940930112558,1.5785702908891144,0,0,0,0,0,1,0,0
3732,0.5345070147400912,0.1387697908452097,-0.1848526904419594,-1.224423757885889,-0.9355952565618298,0.7922857142857143,-0.9723419629113784,-1.7890463296743297,0,0,0,0,0,0,0,1
5133,0.2979869087459921,0.16777096979326658,-0.14547215973991695,-0.01569981020908264,0.20007637520161753,-0.8602857142857143,-1.168343206912982,-1.4148667051672803,0,0,1,0,0,0,0,0
8071,1.2078299817542095,2.277777491990403,-2.110291739274436,-0.9874311314270022,1.5569398654771316,-0.4377142857142857,1.5111642134654002,0.08185179286091704,0,0,0,0,0,1,0,0
3467,-0.5230543986882407,-1.3671225426370623,-0.9863522915804889,0.45831419472060236,1.7199075441366323,-0.5928571428571427,0.6014274193373369,0.8302110418750157,0,0,1,0,0,0,0,0
6941,0.8410304772043391,0.8821500993055748,1.821024677355808,0.09394726985917758,1.7469187615940083,-0.6185714285714285,0.6759728882105263,-0.2923278316461323,0,0,0,1,0,0,0,0
