,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Most_Important_Issue_Education,Most_Important_Issue_Social,Most_Important_Issue_Healthcare,Most_Important_Issue_Other,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Military,Most_Important_Issue_Financial,Most_Important_Issue_Environment,Occupation_Hightech,Occupation_Student_or_Unemployed,Occupation_Public_Sector,Occupation_Industry_or_other,Occupation_Services_or_Retail,Age_group_Below_30,Age_group_30-45,Age_group_45_and_up,Will_vote_only_large_party_Maybe,Will_vote_only_large_party_Yes,Will_vote_only_large_party_No,Main_transportation_Foot_or_bicycle,Main_transportation_Public_or_other,Main_transportation_Motorcycle_or_truck,Main_transportation_Car
3568,-1.0,2.0280180325040176,-0.19578634447803747,2.0339412889740145,-1,-1.285463773754857,1,-1,-1,-0.40351415122062906,-0.9019653180467315,0.20862156805479826,0.6351353505712278,-0.5679481624903882,1.497162905094288,-0.35457142857142854,-0.5197501024482796,-1.1607875602021187,-1.2900002972793108,-1.2126156539489013,-0.945603008848956,-1.1104990733605409,0.7962189210838514,-0.9071356947011175,2.05560326059006,-0.2935387682741246,0.7470344540450616,-1.1898141213148279,0.0950043891888959,-1.1175757390867662,0.21478732560429242,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
9478,1.0,-0.3626078508451005,-0.2580610904005365,-0.33172707007746066,1,0.009851713193912402,1,1,1,0.3551682704490915,-0.4947157696185207,0.6780691551066325,-0.8522997120254644,0.9647967033557223,0.03609288994256993,-0.6662857142857144,-0.6303051330287724,-0.029770315074756047,0.004381469507387875,-0.06398624301853492,-0.21104576736773423,0.091647216851741,-1.0244023989527504,0.5559416856665491,-0.4393850598339564,-0.2935387682741246,0.7470344540450616,-0.09660152800721754,-0.6489617326790464,-0.2173556162629255,0.21478732560429242,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
8786,-0.7777777777777779,-1.233361005824763,-0.7698925239426522,-1.236062531297908,-1,1.5173457137750228,-1,1,-1,0.7785452315126669,-0.3475759406947989,0.2389960746678561,0.6341482873557083,-0.6579784187511658,0.4307514436380633,0.6691428571428575,0.4248242921653753,1.214469358804826,1.5002141669223654,1.4246997310747802,1.5661745850487805,1.1870880425299473,1.0360379115524079,-0.8995641184002563,-0.6957670088232524,0.5103445996826509,-0.20144951238501654,1.4797670168116897,0.8389705110568382,1.7184057783578592,-1.3275902315922465,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3209,-0.5555555555555557,-0.5335431839566409,-0.9792875848878616,-0.5343940271967298,1,-1.8010196069498432,1,1,1,0.6418944631154144,0.36633243840760543,-0.7630598618744874,0.513915430270999,0.09437747987686729,2.0846862723604307,-0.9185714285714286,0.5289795527780374,-1.3157966238987693,-1.761861367667869,-1.5251483898812663,-1.0341679710833434,-1.3148313032539094,1.5095186602032382,0.7215280983264947,-0.5171951873377217,0.2423834770303924,1.6955184204751397,-1.5375968695582742,0.0950043891888959,-1.6552786027453885,0.21478732560429242,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1285,0.11111111111111094,3.2036421143833187,0.7585115452152823,3.2126743312919293,-1,-0.8905178640051098,1,-1,-1,0.02860227344426347,0.6198287506463835,-0.977837239496729,0.3293482075442915,0.2378533003199641,1.2087585773937353,-0.649142857142857,0.9318298618906165,-1.898580652407,-1.0542513820619204,-1.454104126484656,-0.7992588233250721,-2.2734433630338344,0.7735248350190503,-0.4069626668062504,4.245683895939036,1.3142279676394264,1.6955184204751397,-1.2831395183019279,0.4669874501228671,-0.22150757997802292,4.8419199971939095,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
8998,0.7777777777777777,-0.5057899867363753,0.3152583504371238,-0.5065674358500226,1,1.9917105050869377,-1,1,-1,-0.5323375152106491,0.7559639424228284,0.5736784944914777,-0.6982103979683001,0.9003353189351204,1.3656100538624574,-0.2282857142857142,0.5173604628605579,2.2885990683489696,2.0660884820779373,2.2599453293210114,2.3306377835078558,1.8212428612445661,1.9297090972756308,-0.7148559365637674,-0.5054747423374282,0.2423834770303924,-0.20144951238501654,2.252896186190715,0.8389705110568382,2.031452749388327,-1.3275902315922465,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
6415,1.0,-1.3015960888563758,-0.8630557233403523,-1.3044780633752986,-1,1.3821875406018092,-1,-1,1,0.5207939586750252,-0.9148347393386286,-0.4743391488477884,-0.601484128564094,-0.8029816875688021,2.1064133269756424,-0.9394285714285714,-0.7148968858618991,2.3789861224739237,1.5534055457850682,2.122684460208793,1.3663437436539956,1.9013342028054454,1.368430224048798,0.18406348933772465,-0.701139063615463,0.7783057223349095,-0.20144951238501654,2.074274922802654,0.4669874501228671,1.4773493844619427,0.21478732560429242,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
6538,0.5555555555555554,-1.140819214839311,-0.7740936102536953,-1.1432760116556928,-1,0.38696562333275675,-1,-1,-1,-0.933223231886046,0.26909487780602404,0.7195749062236467,0.9597806832580087,-0.9150184706241054,-0.9309098558769319,0.262,-0.32262545642034224,-0.44497721013231584,0.27194640257865826,-0.3084414958662745,0.14048798337636303,-0.3056394321900894,-0.6803307923576309,-0.8505203314551529,-0.6850633495369638,0.7783057223349095,-1.1499334788150948,-0.3706256597806114,-0.27697867174507523,-0.36909526866853104,0.21478732560429242,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2420,0.5555555555555554,-0.18886709281501204,-0.4335213176294051,-0.18880643318411233,1,-0.6454230380712558,1,-1,-1,0.13705544090809552,0.6992622747201716,-0.27193292777162914,-0.7502313551838371,-0.8685116495977371,-0.16837952814853463,-0.47,-0.6975575573565092,-0.7279179851822664,-0.6689136888608999,-0.5987981737952328,-0.6741969032621539,-0.6018312982761702,-0.1670301748421642,-0.6415396549157717,-0.3465410246091028,-0.2935387682741246,-0.20144951238501654,-0.4991992542539105,-1.3929278545469888,-0.04116341241887366,3.2995424399973703,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1126,-1.0,-0.5384570047310132,-0.9938176523133833,-0.5393208426687042,1,-1.844445212434117,1,-1,-1,-0.2926544941787492,0.08729602831319383,0.8658688049359642,-0.5336450200230896,0.5783889358766374,1.9093816810130353,-0.7502857142857142,-0.05551684777262711,-2.033145059074334,-1.9049836891176266,-1.9354319116232,-1.0363289668298974,-2.5761529951480187,1.721026306156065,-0.8363937935425988,-0.5192334662997488,-0.2935387682741246,1.6955184204751397,-1.8427603511684227,0.4669874501228671,-1.3147857039489506,0.21478732560429242,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
4118,1.0,-1.1022644869791645,-1.0000205342323953,-1.1046193251128522,1,-1.7384221322474518,1,1,-1,-0.5157122724810281,-0.7777422093777413,0.49648977783224657,0.28490174349098796,0.678068490628827,0.32330669410256346,0.7722857142857142,-0.5118632698514615,-2.2119686222674764,-1.838873384724356,-2.2073244564381276,-1.0296041545627517,-3.1076435329199654,2.1183223128125674,-0.7246099477852344,-0.6794428787303504,0.2423834770303924,0.7470344540450616,-2.238416546620314,0.4669874501228671,-2.11876111365428,0.21478732560429242,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2824,-0.7777777777777779,1.30603166917302,1.2613270782480983,1.3100456182231495,-1,0.3335719149320622,-1,1,1,0.3778660021826321,0.43454578116329623,-0.8293406525878444,0.6407820063618439,0.8092018328171067,-0.9987696976888267,0.8985714285714286,0.5673406981749987,0.28059337211130625,0.33193479808850895,0.29362085929501486,0.31371430989185,0.36579691354016974,-0.9657259738775784,0.3140526674768309,1.0253418428584187,-1.3653832588831587,0.7470344540450616,0.2900492618876481,-0.6489617326790464,0.24207139584539925,0.21478732560429242,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
493,0.33333333333333304,-0.98172151751248,-0.6245386631132966,-0.983757577448219,1,0.46954032289312814,-1,1,-1,-0.6321760539642611,0.7722918964614658,0.034812020534271904,-0.13972214007613948,0.16486243241568888,-0.8315011402402088,0.738,0.699650553446461,-0.1940002337485304,0.3807173107319257,-0.14570602048398834,0.22574766692899434,-0.06086679939839649,-0.7562244110539641,0.7331182914299363,-0.65746456496929,-1.9013055041876756,-0.20144951238501654,-0.24478504181809285,-1.0209447936130176,-0.4509796127988606,1.7571648828008315,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
9449,-0.11111111111111116,-0.005429544099710274,0.009405623521078708,-0.004883779849299338,1,0.032705478019090045,1,-1,-1,0.7267954629908138,0.6798342934022439,-0.8682609607468778,-0.35230168971540887,0.8045099672911877,-1.0612721835682035,0.38714285714285745,-0.2694039832584848,-0.5869798110545555,-0.0574984142204409,-0.39303410439226266,-0.1915095509308909,-0.4513187278620777,-0.6421891468762615,-0.16500195427891984,-0.2334636804630886,1.3142279676394264,-0.20144951238501654,-0.3636333569630547,0.8389705110568382,-0.04598833235365389,0.21478732560429242,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7209,-0.5555555555555557,0.4476425761649033,-0.08496811362904662,0.44938649804048497,1,-0.5780933726485451,1,-1,1,-0.02141179598020926,-0.9711090794703288,0.1277417162072323,-0.15503555843651995,-0.8903735496112222,-0.7695939161311117,0.1071428571428572,0.4770052579617674,-0.07584098235524987,-0.5145488256750357,-0.12508582071581226,-0.6352494066726859,0.04942344528927786,-0.4878348356277846,-0.5528424832659331,0.1120748575002934,-0.8294610135786417,-0.20144951238501654,-0.052570249737560894,-0.6489617326790464,0.10093373353821276,0.21478732560429242,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3347,-0.11111111111111116,-0.5461124296641283,-0.34582286145088453,-0.5469965123896396,1,0.14319976823173236,1,1,1,-0.6825142078716802,-0.5101564798369436,0.7133184356239919,-0.4820780206079246,-0.5774472318792215,-1.5315289820892293,0.8385714285714285,-0.4697039945491931,-0.006769288304007376,0.12391913111054619,-0.036691319333057366,-0.09383869198902868,0.11257077492228401,-1.067340500944014,0.93400279442162,-0.522386872439523,-0.2935387682741246,-0.20144951238501654,-0.0902094598067702,-1.3929278545469888,-0.2654969776995114,0.21478732560429242,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1372,1.0,-0.12271095453820888,-0.49949137969728213,-0.12247534333020423,-1,-0.8475321508078751,1,1,1,0.7908074061761434,0.19254732914651962,0.21852480667905372,-0.4861301239763409,0.4943639093139549,-1.551767882278742,0.8580000000000001,-0.4887387833553031,0.1625878296301304,-0.7142640869936444,0.0489118703884937,-0.7792214568652052,0.26357182477766655,-0.17240816385756103,0.9414267735773767,-0.3075424627168761,-0.2935387682741246,0.7470344540450616,0.17443413796792462,-0.27697867174507523,0.38761031342304053,-1.3275902315922465,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
4592,0.5555555555555554,-0.14088037219222121,-0.21229937677587293,-0.14069281037365572,-1,-0.22766317092267646,1,1,-1,-0.08001812893643012,-0.2322433959424004,-0.7487269550148201,-0.8150876328870547,-0.8649913827229654,-0.682388066785124,0.5948571428571432,0.8740608224437396,-0.44670271692264835,-0.2637194221374672,-0.300166570088721,-0.400582385887755,-0.3073763841932074,-0.5985333543007793,-0.5071347030175646,-0.3184534967521455,-1.3653832588831587,0.7470344540450616,-0.22500630817722606,-0.27697867174507523,0.1580366132538926,0.21478732560429242,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
3307,-1.0,-1.1444149438576179,-1.0239089000392592,-1.1468812497200003,-1,-1.934257541319826,1,-1,1,-0.1545563120794039,-0.9388955100401861,0.03634323102556225,0.25420975189830775,-0.9588784351107605,1.9492642196217806,-0.7885714285714285,0.48956678176229884,-2.3277294514337954,-2.0264601771173605,-2.361029626732596,-1.0381861190862443,-3.7243961076739556,2.403597360544269,0.4237146458370735,-0.685552714037283,1.3142279676394264,-1.1499334788150948,-2.3997193495528544,1.2109535719908093,-2.326627936976819,0.21478732560429242,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
3926,0.11111111111111094,-0.3847551380974281,-0.28786328887294504,-0.3852125079890866,-1,-0.026370772075455587,1,-1,-1,-0.45014995696143345,0.06833793128724475,-0.6995362184433125,-0.6181628719915473,-0.9882486887162053,-0.5971939593929477,0.9725714285714289,0.5455135699235159,-0.11916232942673714,-0.04029360194740209,-0.05677218299041365,-0.24154291935545538,0.009327508382032014,-0.9296446177239756,0.7335038624617949,-0.45022355156309807,-1.9013055041876756,-1.1499334788150948,-0.026692761372732035,-1.0209447936130176,0.12343792431256546,0.21478732560429242,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
9521,-1.0,-1.2499496361816784,-0.7593031850931679,-1.2526950306547904,1,1.9859830996983543,-1,1,1,0.4543527342475331,0.013922658128562082,0.4416697919352295,0.7673263720067223,0.2660842449398413,0.860828072665204,0.25628571428571423,-0.07856915435779921,1.575162700330501,1.9613945460915818,1.670588545280309,2.320821858210073,1.3639735580024535,1.2697121301224303,0.8131751304677894,-0.6972698238644955,0.7783057223349095,0.7470344540450616,1.6073203037111023,0.4669874501228671,1.3822302797393498,0.21478732560429242,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
8897,0.33333333333333304,0.06651102419949065,-0.18181624865585155,0.06724703672579606,-1,-0.40862477950689696,1,-1,-1,-0.35495217573835935,0.3669152618438638,0.2810650991336787,0.9989433872461033,0.876756811377762,-0.34487464303648924,-0.3005714285714285,0.16673880784547257,-0.3023146960012545,-0.4001643327366961,-0.3330090902134038,-0.5284585545292373,-0.16465476929532766,-0.5490394290372665,0.24806310900640605,-0.18489648412232926,1.3142279676394264,0.7470344540450616,-0.32399823753001517,0.4669874501228671,-0.3038632790676842,-1.3275902315922465,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
585,0.5555555555555554,-0.6959400252911189,-0.5010176821471519,-0.6972203300643549,1,-0.0068949271650142925,1,1,1,-0.6887579892191538,0.9190248660087161,-0.40018115434344625,0.38942543133600016,-0.08709807825367044,0.8364223400837334,-0.8631428571428571,-0.03459613022092389,-0.0097275643595539,-0.007264876344149274,-0.050637746853635396,-0.22521662802391207,0.109885462606238,-1.028857823522245,0.0547536661625736,-0.5786831205678068,-1.9013055041876756,-1.1499334788150948,-0.08099176591701791,-0.27697867174507523,-0.2039003954917826,-1.3275902315922465,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
617,0.11111111111111094,-0.3019816225262894,-0.24323920149195496,-0.3022200968805624,-1,-0.05878229847736139,1,-1,1,-0.5489952265546123,-0.46145877636266386,0.9497170908810912,-0.16755357336138688,-0.20953866004917665,-1.0243659538108572,0.9231428571428575,-0.5416125622514839,0.07055599936532284,-0.04068060287664889,-0.08683723103212247,-0.26834587167408624,0.18216947164159772,-0.7569640751314534,-0.46301657083646075,-0.4085628411124455,-2.437227749492193,0.7470344540450616,-0.17754237162220193,-1.3929278545469888,-0.5833093345782855,1.7571648828008315,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
4107,0.11111111111111094,-0.590617589657114,-0.3039464255617928,-0.5916193673079108,1,0.38817161884458523,-1,-1,-1,0.10318675759242879,-0.6518966002145923,0.6679350280020191,-0.7965705551007998,-0.6995015054673593,0.009901372050259349,-0.06971428571428562,0.3622380002131933,0.1316272168409149,0.3576319328033837,0.22146374346586112,0.1417117711292221,0.23635608983664363,-0.8815523212621897,-0.20795200052180518,-0.540186057000219,-0.4543154418654797,0.7470344540450616,0.22964475767724568,-0.6489617326790464,0.3240917125432151,0.21478732560429242,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
5101,1.0,-0.1276426685492314,-0.2542703105615577,0.108746318515628,1,-0.577559521393918,1,1,-1,0.5862982519486719,-0.4847282008960251,0.6870809409926668,0.184687426278346,0.929792342904312,-1.0106749330944225,0.3385714285714285,-0.11827232128889775,-0.46256889380789856,-0.5708483537818256,-0.5132801210728352,-0.6349326868012822,-0.32338485354217267,-0.2720952758153133,0.5093327731213169,-0.1558765712999758,0.2423834770303924,-0.20144951238501654,-0.5124449839612532,-1.0209447936130176,-0.5191154599007087,-1.3275902315922465,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
6702,0.33333333333333304,-0.9640284089142362,-0.6518098980464,-0.9660176787954424,-1,0.2208762291669232,-1,-1,1,-0.7726643457388234,0.20566101249430724,0.79602084655066,0.8299492239519097,-0.7624233073273987,-0.059148993302194856,-0.5748571428571427,-0.806082588659833,-0.5468965715045829,0.11230349290760674,-0.41541387283840453,-0.02198630458442098,-0.4096213914735391,-0.6106427966521665,-0.5619863477708178,-0.6536767568804006,0.2423834770303924,-0.20144951238501654,-0.4646992695899686,-0.6489617326790464,-0.4238382051156251,0.21478732560429242,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
895,-0.5555555555555557,-0.06157959830029335,-0.7498739175393591,-0.061182323994508,-1,-1.392670667293,1,1,-1,0.22297352932906778,0.13248630502102898,0.33712988502205365,0.7376165145361269,0.6458834767430441,2.1376645699153305,-0.9694285714285714,0.6897708512244076,-0.8280020850455438,-1.3345430508684075,-1.0155908008988561,-0.9735760176930128,-0.7127252142140873,0.7527595882796069,-0.49516885023671275,-0.2697184301350596,0.7783057223349095,-1.1499334788150948,-1.0096236238372778,1.2109535719908093,-1.100950947713511,0.21478732560429242,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
3075,0.11111111111111094,-0.4111228167724747,-0.9939421324821094,-0.4116499168617199,-1,-1.856266014735089,1,-1,1,0.30920157980091645,-0.7819106916123002,0.6340317848222838,0.801707029612376,-0.7460816970768253,1.2531055792795784,-0.12028571428571433,-0.8402157383327655,-0.23923710980106752,-1.6519681400343846,-0.9618789828206231,-1.0367746490997116,-0.10388867181858119,1.6882809354394603,0.02311394663547417,-0.46283355849649377,-0.8294610135786417,-0.20144951238501654,-1.145287834118495,-1.0209447936130176,-2.3182024440318445,0.21478732560429242,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
