,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Most_Important_Issue_Education,Most_Important_Issue_Social,Most_Important_Issue_Healthcare,Most_Important_Issue_Other,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Military,Most_Important_Issue_Financial,Most_Important_Issue_Environment,Occupation_Hightech,Occupation_Student_or_Unemployed,Occupation_Public_Sector,Occupation_Industry_or_other,Occupation_Services_or_Retail,Age_group_Below_30,Age_group_30-45,Age_group_45_and_up,Will_vote_only_large_party_Maybe,Will_vote_only_large_party_Yes,Will_vote_only_large_party_No,Main_transportation_Foot_or_bicycle,Main_transportation_Public_or_other,Main_transportation_Motorcycle_or_truck,Main_transportation_Car
%Of_Household_Income,0.003052310018054623,0.001605965680645556,0.001447663695867937,0.0017401104181048912,0.0035206575004551512,0.0028456205539595237,0.014913804940188933,0.021796337106162033,0.006363676191562737,0.00586134568504855,1.0,0.032214942381360016,2.549435828734566e-06,0.0011533628026733854,0.011136439357998422,0.008658972562397112,0.03039013018656322,0.007961252307742849,0.004128520019825897,0.006257191460421697,0.0032285911408186157,0.012726725133561226,0.017493069954888998,0.006575242764054145,0.01110093405782821,0.01943150764558923,0.010269692303604442,0.005652321382750314,0.0057338011240462795,0.0025700900074909273,0.012779567356208985,0.0009163701866229154,0.014069970391667089,0.00445220132455539,0.010742225245708203,0.015036811943596521,0.0005936075089696159,0.006511093846372247,0.010284941401650954,0.0017151910820235538,0.010774251455621752,0.0002379978468248753,0.005772835264026168,0.016289753244139487,0.0006490035125776198,0.013045663729993507,0.015794020226354417,0.028951997118088737,0.014715035423679666,4.7404185603919714e-05,0.014462547420526268,0.01943624304358641,0.03271600252003531,0.017051469472002898,0.00332145875757806
Yearly_IncomeK,0.00412017530693315,0.006711754216543974,0.0030213608654121233,0.00612904148233704,0.014519831970213209,0.006775376487128286,0.011198273593301684,0.01563252969942781,0.006694602916208321,0.020877653713286464,0.032214942381360016,1.0,0.008856252199035458,0.014565904347744399,0.020476436185939816,0.01629107684119809,0.008221383381038436,0.0035408713422079574,0.005138623945474249,0.0007761447178305611,0.004936710489527512,0.004673156035687369,0.01459098000155526,0.023541181498250623,0.00035384975890899814,0.00034412199608645574,0.009097208843769949,0.0006639684931606393,0.01668372835783052,0.0015100134663132492,0.0374619000563352,0.009212213406501267,0.006670452778690059,0.005256492692973718,0.016419538084942818,0.0023146240459657494,0.0067424241367058475,0.003970526715289499,0.0028701746118096794,0.005337276443950291,0.001992472212506099,0.00911321138619774,0.012008690339853304,0.008216678358021815,0.003720569937336831,0.006165316583912185,0.009186159699924866,0.015423762009674841,0.005237377340565207,0.011561577633222766,0.006210443534605707,0.008303436812400393,0.023168766038896744,0.003950151118509161,0.018544780449616088
Overall_happiness_score,0.00668584864221414,0.010212488447594816,0.005840126857051853,0.011289103875038273,0.0020143687363270457,0.013364714233752541,0.014122681221674555,0.007356207797796404,0.012815873658630883,0.015841201263443315,2.549435828734566e-06,0.008856252199035458,1.0,0.017797315425176423,0.011154387810079025,0.008658378877234328,0.014042875139243339,0.02140036830271151,0.014916156409491444,0.017612702083553602,0.01388326711181291,0.019411542946546262,0.006136636176473064,0.004362136253131178,0.0024615489860981203,0.005828229178687519,0.02656348740212067,0.01731680725871616,0.014039333963813547,0.01039027733309952,0.022234758554601813,0.01057558003867783,0.01125347031740325,0.011211999038732597,0.003312460765352293,0.011188746430245955,0.007931202536133965,0.004577771799751821,0.005429857599016036,0.006152184232580694,0.0046476507430112035,0.0022412847628936463,0.008801157155746536,0.0046002615131981355,0.01604656898124946,0.0047794553310077864,0.013803779322102142,0.009201685736266165,0.018237689909232805,0.025116626375268677,0.006727772793890485,0.017998378644215534,0.01573258081631341,0.01746344834987695,0.014878386944441862
Garden_sqr_meter_per_person_in_residancy_area,0.0025841764861319096,0.00593592591589724,0.0020696918078133503,0.004711093386844815,0.019249988753413418,0.0007558716130519297,0.010087921617541894,0.012577351198449178,0.013767970324288243,0.0024248349779825385,0.0011533628026733854,0.014565904347744399,0.017797315425176423,1.0,0.002154741832598071,0.007720642795265506,0.0016071874473964408,0.0038383109675523656,0.0006531350549930066,0.004339018456335666,0.00045772485806759746,0.0007410413362822,0.008448929451909894,0.001584166907788858,0.005273025431540252,0.003933525810584667,0.005758223379956203,0.004968886056209886,0.011388965033518293,0.007617934661783654,0.00022691872120716135,0.0004067105300541062,0.015461004958507604,0.013837159898330521,0.002743313548882603,0.012156953752127086,0.008328680712130066,0.0012027306439951926,0.0039884403761019545,0.02818951131810649,0.0039693449956471295,0.00030553863070009675,0.012992388832921612,0.0193394741767115,0.010927468361688073,0.026720109620189964,0.012021783544994238,0.01443344884411362,0.012496511050124497,0.0058725622063424895,0.01809926173353604,0.006733303468985884,0.008013463376076608,0.01865142513840521,0.019430943129537994
Avg_Residancy_Altitude,0.0014361118272222114,0.09614200449854103,0.1282183098328371,0.09506934077947705,0.02278702500648152,0.13303949328308295,0.2751331821622185,0.007487466266815012,0.006205485827292264,0.0020675296582208236,0.011136439357998422,0.020476436185939816,0.011154387810079025,0.002154741832598071,1.0,0.6142912476934497,0.017221537435444405,0.11390146969048699,0.1350276318762136,0.10190633136696294,0.29069787638609756,0.007875626352115302,0.6708841204578927,0.00421793663754495,0.10652509223832911,0.046431029694219736,0.00486533142629885,0.08346696772513093,0.22769009073680513,0.007883788583956794,0.018009025829822452,0.02579587339941708,0.006879736566406584,0.032305677794540126,0.03251263870634686,0.045273509875737764,0.03257257005090354,0.02878136260647613,0.027638537706692206,0.02449364082999182,0.01642190398215973,0.008948801897436574,0.007659170186623664,0.0015819848217432312,0.0013774778930810748,0.007337916478004531,0.003535230814387763,0.010876662837965035,0.0005842633148473394,0.016348942380018525,0.01550838757817061,0.004552859135389967,0.01414966720504823,0.006034310419559444,0.012520190585969307
Yearly_ExpensesK,0.0014610001209809083,0.005849064124682903,0.011562112643441928,0.0042399575260546225,0.008707077025135158,0.0014995258985492615,0.00503721273341264,0.00681819891514246,0.01392691957520562,0.0008956006285327014,0.008658972562397112,0.01629107684119809,0.008658378877234328,0.007720642795265506,0.6142912476934497,1.0,0.0017644550122279962,0.004782950742074192,0.0021796300977045386,0.0017642694260080764,0.009578414240246741,0.0036744119650246963,0.036757383321396074,0.0026717382752623735,0.007764198046414905,0.02007568599318801,0.012177709859722913,0.00024458161544558827,0.006397888925648278,0.008206072825167205,0.003400493095121359,0.01290720359903317,0.00969368330985692,0.022071768699198878,0.013914500981421172,0.02538944623180897,0.010453643765748128,0.008832762441735283,0.010757176743618934,0.012843566610302013,0.0016199652272627927,0.013494835925071839,0.00794352684634932,0.006922667211486969,0.011522959299497147,0.0007429536722741125,0.006757017747150947,0.006093068648384963,0.0009570274975727287,0.00012008573143830569,0.000825496316394748,0.002448858313697075,0.00157811946451231,0.0016118027888687508,0.005510930914771006
%Time_invested_in_work,0.021777526551005004,0.008931065769544388,0.014633397242181928,0.0062166103497057115,0.00714882167174867,0.003082484437178882,0.0004850304136176494,0.01499909126951542,0.009901269475840727,0.0015140793286712278,0.03039013018656322,0.008221383381038436,0.014042875139243339,0.0016071874473964408,0.017221537435444405,0.0017644550122279962,1.0,0.0065954343488269255,0.003692410459831266,0.0036628194429224616,0.011021488044108543,0.0016355452355145954,0.027039173639606298,0.011812001126155929,0.012372473763351221,0.0021874982263520083,0.02454390408472753,0.0020020792514376965,0.018483480950392667,0.008664682692692877,0.007771246491035507,0.018512994908268254,0.003775531245903416,0.01853507777877017,0.008858334711147171,0.01392773368608328,0.00351624548964002,0.0001742668979888014,0.003680534155254348,0.00456557934100455,0.00712676933676982,0.01944679181955553,0.0018437840351489688,0.001825459154643473,0.00938492899753061,0.006225254288509739,0.0018207696767937136,0.004353705191898858,0.0067575033680822676,0.011187255363707415,0.01766925908559412,0.004023623682579648,0.00040196147816763645,0.008646728813078545,0.004072746368549662
Avg_government_satisfaction,0.019004828404784724,0.008168360898487194,0.298121269014665,0.008903776696949849,0.010888145354437297,0.7358454633126419,0.5441304258515253,0.006784740189675037,0.011277492459866359,0.019049564703751007,0.007961252307742849,0.0035408713422079574,0.02140036830271151,0.0038383109675523656,0.11390146969048699,0.004782950742074192,0.0065954343488269255,1.0,0.7993788089164192,0.9720362805653759,0.7215594825329821,0.9666028266214053,0.09942043710722616,0.01947706404468168,0.011065575382545375,0.014418676710078718,0.00706140226183984,0.9568158523196258,0.028192533693805075,0.7469492103870573,0.007074059949881055,0.005011045473638334,0.011198198800358791,0.0012185940717141948,0.0199553027643584,0.01899841396450653,0.03636470559527856,0.013439261978501583,0.0022997273007784565,0.01599332578722494,0.02103338401262346,0.03333034220608384,0.028279252495187212,0.023722687086202066,0.003977595557112225,0.0011052993402190963,0.0031752356184186247,0.004310541615954705,0.014660162341601276,0.006118443490880322,0.008435609401543014,0.020453449704229947,0.0005008621041407172,0.005635502276424397,0.014006868221515176
Avg_Satisfaction_with_previous_vote,0.018060769590019926,0.026212008269005528,0.4935587419539502,0.027478226755737637,0.023655558911995746,0.9948142354618404,0.7665909864257893,0.005809847946779839,0.009627373538988836,0.011906683402155012,0.004128520019825897,0.005138623945474249,0.014916156409491444,0.0006531350549930066,0.1350276318762136,0.0021796300977045386,0.003692410459831266,0.7993788089164192,1.0,0.8816722932234953,0.9541768483954405,0.7624694532993772,0.08732239145970079,0.017580637533218507,0.03980760457872421,0.05134086515915036,0.01789482917693534,0.8598636775900387,0.005073553879594542,0.7569635336481992,0.012541756440215606,0.003610041998028915,0.02851972853464237,0.0030861495111192566,0.020266040638435203,0.0227356352106946,0.06626325697698028,0.01993816287617029,0.008111109462279028,0.0011550544866150347,0.01532565204872841,0.039955838887099734,0.017579101112762677,0.030385429088632947,0.00912893208414122,0.0062858037832683325,0.006918063163524072,0.013250264481418387,0.011140208271529286,0.0032542113040152,0.007782796057345679,0.017087180256964728,0.011774865644098203,0.009770269725353692,0.004398899890463907
Avg_monthly_household_cost,0.020399209719771882,0.00833077925602159,0.35273489114973705,0.009079250133565933,0.015576443234014968,0.8329606930495613,0.6114192959123746,0.0017095977386920866,0.011449685315964265,0.012109011053417851,0.006257191460421697,0.0007761447178305611,0.017612702083553602,0.004339018456335666,0.10190633136696294,0.0017642694260080764,0.0036628194429224616,0.9720362805653759,0.8816722932234953,1.0,0.8058932877632222,0.9426682887978838,0.0821390692761606,0.02186319831194303,0.012631402601254752,0.023090007430806535,0.009787552199162806,0.9950284075407498,0.029788448604681803,0.8547887185512753,0.006146874613967406,0.0013349613454064467,0.017100833290158875,0.0028769322546820402,0.02331601124996327,0.0020466889612367084,0.0406290408537048,0.010145492822212214,0.004913743735743588,0.013915549896990013,0.018807948905784334,0.037189915425077553,0.024549296090560568,0.02780838033688467,0.005366966333907203,0.002243034048267414,0.007088504022588209,0.009399624675479506,0.01584791978369465,0.005241829386177308,0.010469184905103852,0.01981677258998672,0.006266404134987354,0.008038528817723314,0.005373312265691735
Phone_minutes_10_years,0.014228038713410312,0.037734487365289504,0.49378180785374853,0.03877307818610416,0.025943062322570654,0.9562571570057553,0.7763744637316949,0.010035147000424315,0.012576640225426556,0.009329532567725708,0.0032285911408186157,0.004936710489527512,0.01388326711181291,0.00045772485806759746,0.29069787638609756,0.009578414240246741,0.011021488044108543,0.7215594825329821,0.9541768483954405,0.8058932877632222,1.0,0.6412552905402806,0.33140782190048307,0.013282430310971679,0.054173750100899774,0.0015586754001359533,0.016436872708431777,0.7811460033499265,0.0649678552850551,0.6832817751061394,0.018614701506409814,0.009800556571164855,0.019115515212718336,0.0007695178979147627,0.001856117289312838,0.012581660110048071,0.022015814957492538,0.017021479103189317,0.009068600501351746,0.016872055391588144,0.014160102172849694,0.0386904576973868,0.018014669547091175,0.026471095369533737,0.010135830586594586,0.0021984650765420116,0.012707767016641485,0.01503721435255202,0.005228098041412073,0.0052152059723506285,0.010285804881798775,0.009942549409125177,0.004264302921700019,0.009687098039115064,0.0038985601376445088
Avg_size_per_room,0.019101582092425577,0.015990493641040934,0.2658143141852163,0.015085023596818013,0.007005873659661928,0.6992740168603913,0.4823337756668668,0.012635923214159215,0.004577040412763289,0.018664974602452835,0.012726725133561226,0.004673156035687369,0.019411542946546262,0.0007410413362822,0.007875626352115302,0.0036744119650246963,0.0016355452355145954,0.9666028266214053,0.7624694532993772,0.9426682887978838,0.6412552905402806,1.0,0.09020450270467986,0.021440673191680658,0.016423101108926166,0.04150223122020096,0.006090997410332081,0.9309150569945488,0.022972503023676726,0.7355976665608284,0.004888008801679662,0.00945563383765655,0.018427319647483578,0.002340283295964173,0.028180891697133538,0.0046527904659380784,0.05624799439239813,0.030342704043625567,0.010777054621437618,0.00596632780936791,0.018566690611618645,0.030299700399374952,0.023086301266066752,0.02411454715649575,0.0031081107692694106,0.003872660629719538,0.002732821338322729,0.006617008636929498,0.015056182837651992,0.007521992090338067,0.007445245487579148,0.018103828936898603,0.005865537331023034,0.003569461496944352,0.00843575405468684
Weighted_education_rank,0.007904243120330218,0.117517765351613,0.1269021700908408,0.11637193108060061,0.016782422653528986,0.08131136738962773,0.20755318973444312,0.009070822548582973,0.02136895605638701,0.0002353699715174198,0.017493069954888998,0.01459098000155526,0.006136636176473064,0.008448929451909894,0.6708841204578927,0.036757383321396074,0.027039173639606298,0.09942043710722616,0.08732239145970079,0.0821390692761606,0.33140782190048307,0.09020450270467986,1.0,0.01116783701489185,0.13446876059558324,0.18040907087898703,0.0014508818116544936,0.0683387144667096,0.29411171443441375,0.002050969054649769,0.029423470214455034,0.02300817875579214,0.035094172624795715,0.009789888456120204,0.0596808838708264,0.12752340706675036,0.18000209331898195,0.11709862061759689,0.06684997481521818,0.058749312517621506,0.010556524176568351,0.002992078286818316,0.011601102286324806,0.006604393182805716,0.002706370442129088,0.014152180643675941,0.012015689476349683,0.0019331975927189817,0.01549699487162697,0.023115892337259233,0.0074617582405255515,0.0013174291147710936,0.017333509016768545,0.004459440632912289,0.014025717867782242
%_satisfaction_financial_policy,0.0385284171021947,0.009071031754816121,0.01407321665295884,0.00774414617658055,0.0041558792716158525,0.016520910125703944,0.004907197370487809,0.029618434185120286,0.003547560000719378,0.006357453454138117,0.006575242764054145,0.023541181498250623,0.004362136253131178,0.001584166907788858,0.00421793663754495,0.0026717382752623735,0.011812001126155929,0.01947706404468168,0.017580637533218507,0.02186319831194303,0.013282430310971679,0.021440673191680658,0.01116783701489185,1.0,0.018843964605780982,0.017279545994460088,0.005324994640449583,0.021328512882931305,0.009708794930357001,0.016972957742264008,0.013119819276207024,0.0030854038781444664,0.017207669437402956,0.0016912997541480527,0.01835867065607268,0.013663737021575438,0.002012734735125507,0.0004515833908747225,0.006451548410627014,0.014037870213344524,0.011324566266167551,0.0005436077017546921,0.003927007834109465,0.013940363739738115,0.005906681843842146,0.003978667948377062,0.011260671742428082,0.0074270800277684524,0.001117505944555784,0.0076771036960703145,0.008654789832634905,0.007371457144805154,0.006019515931520921,0.0017772267188177209,0.0004557179772452066
