,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Most_Important_Issue_Military,Most_Important_Issue_Healthcare,Most_Important_Issue_Other,Most_Important_Issue_Social,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Education,Most_Important_Issue_Foreign_Affairs
8014,-0.2824910314693661,-0.318530204354963,0.3740053333956258,-0.6701821962253772,-1.3157834248442066,0.5660000000000003,-0.5175267431184022,0.4414839599933105,0,0,0,0,0,1,0,0
5008,0.4958762708978354,-0.7982089477429767,0.6835135775678692,1.8688369795293613,-0.1146005947256304,0.5722857142857145,-0.15969570911219097,0.4414839599933105,0,0,0,0,0,0,1,0
7429,-0.6811106702063023,0.26121918934452587,0.6201672988392073,1.1976104954205942,-1.528964691325784,0.7677142857142858,-0.2077903783683808,-0.6797451447516047,0,0,0,1,0,0,0,0
6231,-0.016943076255914503,0.05182168985582247,0.02376954254973316,-0.20702972032776548,-0.530696607773242,-0.17685714285714282,-1.0249149828269188,0.06774092507833876,0,1,0,0,0,0,0,0
3046,0.7545435851360108,0.6401325104661733,-0.6240375339607259,-1.223889929667003,0.1511210972060807,0.3208571428571432,-0.42958968020669963,0.4414839599933105,0,1,0,0,0,0,0,0
1117,1.2155335627509765,1.1010447808854757,0.1338153211521996,-0.7931832961457317,-0.8791543719655086,0.15285714285714302,-0.06377301394801237,-1.4272312145815482,0,1,0,0,0,0,0,0
2437,-0.06025404040614112,-0.06411742627122109,0.4038124778735274,0.8413278830459162,-1.1337036745773637,0.3937142857142857,-0.7780355464960309,-0.306002109836633,0,0,0,0,0,1,0,0
4552,-1.4302393047527673,-1.6197363808743082,-1.7391029670967781,-0.2582187767516633,1.0171322477289753,0.07285714285714295,1.6824674519975453,1.9364560996531974,0,0,0,0,0,0,1,0
9780,1.422137337072347,1.861549950551851,1.8953378671474101,-0.5611914459636641,1.7058949514746948,-0.5788571428571427,1.3532576249976749,0.8152269949082822,0,1,0,0,0,0,0,0
9124,-0.17464674648368358,-0.17863584605319502,0.14764713652415745,-0.2598286642508297,-1.492729915153278,0.7334285714285715,-0.7528059377683666,-1.0534881796665765,0,0,0,0,0,1,0,0
2524,0.33326974834240725,-0.21813050282981333,-0.1244032889576681,-0.8765628955957371,-1.3997273229771792,0.6454285714285715,-0.8948337177590913,-1.80097424949652,0,0,0,0,0,1,0,0
6540,0.7511914596417392,0.7686316884543574,2.1062768126804428,-0.44030443851482576,0.1879597863147949,0.8574285714285717,0.8775305546394379,0.8152269949082822,0,0,0,0,1,0,0,0
3483,-1.3371529033086524,-1.4761614725281533,-1.2003758338526318,0.40236895396102024,0.8187468481845045,0.2605714285714287,1.2522848679955512,0.06774092507833876,0,1,0,0,0,0,0,0
9880,1.9164977570374437,1.842080759894949,1.6513594253240693,0.5105835098070245,2.0232511994522273,-0.8791428571428571,1.4635303530543702,0.8152269949082822,0,0,0,0,0,0,1,0
6075,-0.5399160970089727,0.3910907564541785,0.6181560791751428,0.5604240542625617,-0.6215855046726113,-0.09085714285714275,-0.32257682072999255,0.4414839599933105,0,0,0,1,0,0,0,0
2903,0.2459422684664742,0.8709471069675491,-0.08577245379466669,-0.050761590406719535,0.45186973943788067,-0.5351428571428571,-0.7637726672137232,-1.0534881796665765,0,0,0,0,0,0,0,1
9114,-0.6178244084668953,0.1247926805725758,0.5891084942732592,-0.7498419822510057,0.1245489280129093,-0.7968571428571429,-0.2754862087124626,0.4414839599933105,0,0,0,0,0,0,1,0
8843,-0.2907647758503722,-0.13168213514088378,0.2893564843448638,0.5579163052595193,-0.5140890020275102,-0.19257142857142862,-0.6405579058759138,-0.6797451447516047,0,0,0,0,0,1,0,0
9795,1.5587971444812516,0.5658395446427861,1.6087516958593666,1.3976584851442138,0.7061170855816317,0.36714285714285744,0.7818736198239068,0.8152269949082822,0,0,0,0,0,0,1,0
6030,2.3154517089380064,1.3756060033525768,1.1358811641220783,1.5387169663461682,0.8694755348260134,0.21257142857142863,1.3004341351298037,1.9364560996531974,0,0,0,0,0,0,1,0
7910,1.895023810254183,0.8769737679968003,1.5431426110535036,1.3830373265743616,1.094433103563655,-0.0002857142857142225,1.0322768314424362,-1.0534881796665765,0,0,0,0,0,1,0,0
7448,-0.455212891001173,0.23373964529328223,-0.16811796734202675,1.260438040162381,-0.24836731009579904,-0.44399999999999995,-0.5902300987926729,1.188970029823254,0,0,0,0,0,0,1,0
2439,0.26021214408586635,0.20180781136721265,-0.15734628745659218,0.48293939137254804,-0.07806386208502053,-0.6051428571428572,-1.1617059104558998,0.06774092507833876,0,0,0,0,0,1,0,0
4080,0.09084713413757924,-0.17917556990718692,0.3513655767440242,-0.5780663370100827,-1.170240407217974,0.999714285714286,-0.8183865523516615,-1.4272312145815482,0,0,0,0,0,0,0,1
2859,-0.2760177083202935,-0.1054761629729172,0.05512466157996648,-0.026221197357349586,-0.5657235580733311,-0.14371428571428568,-0.7175061060934036,-0.306002109836633,0,0,0,0,0,1,0,0
973,-0.5293112752424701,-0.6811634628537627,0.22673893317452176,0.17684617365331118,-0.32597012239858275,-0.37057142857142855,-0.16096856032406157,-1.0534881796665765,0,0,0,1,0,0,0,0
827,-0.28485457873041176,-0.07856469556537231,0.41396751751109484,0.4182885197251685,-0.20971688217845894,-0.4805714285714284,-0.6091173494919011,1.5627130647382257,0,0,0,0,0,0,1,0
8264,2.270266840364967,2.523169529063268,2.0629153704422416,0.047267450799140666,0.6584079636211655,0.41228571428571437,2.2720655597327597,0.8152269949082822,0,1,0,0,0,0,0,0
9030,2.197471010381241,1.664397439563331,1.63952137874362,0.9757070204104971,-0.3945142406582399,0.1508571428571428,1.5720665677120393,1.9364560996531974,0,0,0,0,0,0,1,0
1801,-0.1627706018025591,-0.04650433925398643,-0.6056573120983961,-0.4055054460932826,-1.3043090790562464,0.5551428571428572,-0.5360833613361364,-0.6797451447516047,0,0,0,1,0,0,0,0
7956,-0.447458184017975,-0.3278361882459675,-0.35876750299559346,-0.5442382350756448,-0.21575601154054316,-0.47485714285714287,-0.3749516574727156,-2.174717284411492,0,0,0,0,0,1,0,0
2893,-1.7916418456289933,-1.8668836236625086,-1.901492642254822,-0.18533823026995824,0.5237353788466848,0.539714285714286,2.129750699137911,1.188970029823254,0,1,0,0,0,0,0,0
2413,-1.5847002833610127,-0.7748772027689658,-1.0451248922696046,1.360054367977373,1.67690713053669,-0.5514285714285714,1.0417177796792958,0.4414839599933105,0,0,0,0,0,0,1,0
3614,1.1060186905211569,0.9010168437095181,-0.047083607531243674,0.24119405956846432,-1.702891616953813,0.9322857142857144,-0.2663932077940347,0.4414839599933105,0,0,0,0,0,1,0,0
2716,0.029391016433456683,-0.20902248279449445,-0.018589562533219684,-0.7098982738495896,-1.741844001339257,0.9691428571428573,-0.8777605057153068,0.8152269949082822,0,0,0,0,1,0,0,0
2632,-0.004318720288552446,-0.039063521512183244,-0.02175552044039456,0.8039043754784135,0.12938023150257677,0.21257142857142863,-0.9803500110488287,1.188970029823254,0,0,0,0,1,0,0,0
535,-0.5457670609599975,-0.03797093548936089,-1.3570331836621599,-0.27852083608426337,0.3440712803246753,0.709714285714286,0.2994122293189756,-0.306002109836633,0,0,0,0,0,1,0,0
5181,1.0079759441926601,0.898263057582125,-0.11531373087482893,-0.722538709104125,0.314177589982358,-0.9762857142857143,-0.3436853916055799,-1.0534881796665765,0,0,0,0,1,0,0,0
3672,-1.4784298771417343,-0.552756823801452,-1.9130294157165604,0.4292768892250891,1.1986080850596101,-0.09885714285714275,1.417502138783352,0.06774092507833876,0,0,0,0,0,1,0,0
9838,-0.8071651994261914,-0.606971222440189,-0.4433013267961301,1.1365178653031713,0.8948398781467675,-0.3828571428571428,0.0802779929166598,0.4414839599933105,0,0,0,0,1,0,0,0
4465,-1.1480835115004964,1.0716249911835913,0.8800500605359195,4.549254370765936,0.507429729569057,-0.016285714285714237,0.509534122463742,0.4414839599933105,0,0,0,0,0,1,0,0
9540,-0.1733153124570188,-0.13001604246329274,-0.4843113877977428,0.36861483417952806,0.07744371898865124,-0.7522857142857142,-0.5912296574955784,0.4414839599933105,0,0,0,0,0,1,0,0
1448,0.3894302711635099,1.0388041805504955,-0.025477060848745153,-0.7884443530633037,0.9389255224899834,-0.996,-0.6042069738705924,-1.80097424949652,0,0,0,0,0,0,0,1
4778,-0.9445135895911385,-1.0696658767696812,-1.6739176540134972,-0.9611091227564433,-0.3945142406582399,0.3679999999999999,1.0935995309034605,1.188970029823254,0,0,0,0,0,0,1,0
6872,0.5356874687380644,0.2615484413305701,0.9172919784592504,-0.7711155946665739,0.2093986955501945,0.8371428571428572,-0.3981829442627746,0.8152269949082822,0,0,0,0,1,0,0,0
7624,1.6928377842036617,1.652553327682217,2.001910147580912,-0.4353996275184302,1.9302486072761282,-0.7911428571428571,1.4738141918608674,-1.0534881796665765,0,0,0,0,0,1,0,0
1391,-0.4521797547545209,-1.7948887619481142,-0.7283805529669776,-0.052379408429983135,0.6526707907271854,0.4177142857142857,0.7948853146994055,0.4414839599933105,0,0,0,0,0,1,0,0
6950,-1.2402945423529212,-1.835437697417085,2.016109898744319,4.916236569889216,0.5053160342923272,-0.014285714285714235,1.8312166671118772,1.5627130647382257,0,0,0,0,0,0,1,0
6760,-0.7214582753990475,0.37087824467217534,0.5673382177565568,-0.2366271525162782,-0.3742831572952576,-0.32485714285714273,-0.19223446811047762,-0.306002109836633,0,0,0,1,0,0,0,0
6233,0.26510574542442567,-0.011501209416700959,0.07704846371870451,-0.9824418328307724,-0.4932540057283189,-0.2122857142857142,-1.1136115135616065,-1.4272312145815482,0,0,0,0,0,1,0,0
8086,0.21914887538891387,0.16217899588920975,-0.0928431485077046,-0.5202863386484422,-1.2254984408810459,0.48057142857142887,-1.2078423488379877,-2.174717284411492,0,0,0,0,0,1,0,0
9566,1.6562435764364658,1.5001039743484987,1.8811463716315273,0.9024885567796698,1.3924641375825173,-0.28228571428571425,1.3035486808820531,-0.306002109836633,0,0,0,0,0,1,0,0
9741,-1.0771023280478313,0.32484050170980716,-0.8131106849556209,2.388452136096787,-0.4123296722763888,0.8540000000000001,0.2773306786343459,0.4414839599933105,0,0,0,0,1,0,0,0
1311,-0.6764400970167298,0.19545612835541426,0.4397512509577216,-0.5109267342728991,0.21785347665711247,-0.8851428571428571,-0.2966192784428164,0.8152269949082822,0,0,0,1,0,0,0,0
7708,-0.14225647078790074,0.6595475957033179,-0.5949271659742568,0.3541726016817076,0.6541805730677062,-0.7265714285714286,-0.5087502388110685,-1.4272312145815482,0,0,1,0,0,0,0,0
4260,-1.3006897543804858,-0.2381514076688316,-0.2692459639614071,-1.105970331098262,0.051777419199792785,0.9862857142857147,0.3539180133371526,1.5627130647382257,0,0,0,0,1,0,0,0
5290,0.016972652257526782,0.00597816073267709,-0.0037343420262195637,-0.4082726427313112,-1.5938853319681905,0.8291428571428572,-1.026611780735772,1.188970029823254,0,0,0,0,0,0,1,0
7965,0.1606549514874756,-0.011564974091798247,0.6529394339916879,-0.8963850791619503,0.7299716465618651,-0.7982857142857143,-0.668569775386114,0.06774092507833876,0,0,1,0,0,0,0,0
7875,0.37108471360018463,0.3578549490684363,0.7523828283111659,-0.8209526049424084,0.6085851463839697,-0.6834285714285715,-0.5958871672601291,-1.80097424949652,0,0,0,0,0,0,0,1
7225,0.6582360515851549,0.6563776826199832,1.363045734716493,0.6812326640998395,1.3794800094540363,-0.27,0.12159688782185737,0.4414839599933105,0,0,0,1,0,0,0,0
8423,2.304525397003293,2.347198998061036,1.9821040003436603,0.8125042136929956,0.8649461878044499,0.21685714285714308,2.155920646489765,0.4414839599933105,0,1,0,0,0,0,0,0
7918,0.11058137484502807,0.8400261830055076,-0.010308310181832632,-0.22607047544818595,-0.7423680919142982,0.5948571428571432,-0.7835484108983651,-1.4272312145815482,0,0,0,0,0,0,0,1
9588,-0.04798316053099434,0.12282969038544654,-0.030881975275970704,-0.6391925557646423,-1.6470296703545328,0.8794285714285714,-1.0188628810676315,-0.306002109836633,0,0,0,0,0,1,0,0
9274,-0.8758906714357577,0.8585313958985029,1.7261650432916542,2.913404377256753,-0.3099664295890593,0.7571428571428571,0.8117369815770956,-0.6797451447516047,0,0,0,1,0,0,0,0
2064,-0.7813880717492928,-0.35162103567345354,0.6321383317122494,-0.5089352402991122,0.5213197271018507,-0.6008571428571428,0.0024384470883572844,-1.4272312145815482,1,0,0,0,0,0,0,0
1875,-0.13947053109930052,0.10999613526801187,-1.5174205885608674,0.5700537862392414,0.060232200306711274,0.9782857142857146,0.2710433121667696,1.188970029823254,0,0,0,0,1,0,0,0
3347,0.20190740494491144,0.0716210360244063,-0.15577290762185528,-0.524334702367959,-1.6038498954156302,0.8385714285714285,-1.1056765006716365,-1.4272312145815482,0,0,0,1,0,0,0,0
8120,-0.2706715919358504,0.03237406681499435,-0.4077674809118792,-0.24805784044238902,-0.9842352228657762,0.2522857142857142,-0.6272823465273804,1.5627130647382257,0,0,0,0,0,0,1,0
2428,-0.5357920032714159,-0.3181912082575206,-0.12567519931809104,-1.0470417112835115,-0.5231476960706365,-0.18399999999999994,-0.3723858772974782,-1.0534881796665765,0,0,0,0,1,0,0,0
4205,-0.0544046800059279,-0.1478667696104173,0.051170798688517885,-0.461474231421896,-0.42229423572382807,-0.27942857142857136,-0.874416544383939,-1.0534881796665765,0,0,0,0,0,1,0,0
7827,-0.043168515469953095,-0.23848455081619147,0.01916507784070591,0.7205288703992314,-0.4165570628298479,-0.2848571428571427,-0.8168246856997594,0.06774092507833876,0,0,0,0,0,1,0,0
8891,1.9586523618339529,0.6420278618617079,0.44882734820373077,-1.223889929667003,1.5721282361045268,-0.4522857142857142,0.525968055486804,0.8152269949082822,0,0,0,1,0,0,0,0
7030,2.065104235746131,2.370611915764449,1.065843033880395,-0.9278685982491425,0.860718797250991,0.22085714285714309,1.5709731627860177,0.4414839599933105,0,0,0,1,0,0,0,0
5452,2.036132332472292,1.350005912191487,1.5519163096068112,0.8066310928597564,1.3915582681782046,-0.28142857142857136,1.2818078114525893,0.8152269949082822,0,0,0,0,0,0,1,0
1017,0.08261717177809369,-0.259341323222711,0.2071334159528919,0.08327147933314537,-1.33390081293046,0.5831428571428572,-0.8280800035018302,0.4414839599933105,0,0,0,0,0,0,1,0
3237,-1.8267256779223817,-0.011924531206119731,-0.09911319707502975,0.12254649136165668,0.050871549795480364,-0.7271428571428571,-1.0756053290764722,-1.80097424949652,0,0,0,0,0,1,0,0
8722,1.693772840723524,1.3656936433871905,1.29871883571702,0.6306661961893957,0.1656150076750829,0.8785714285714286,0.8891656149069336,-0.306002109836633,0,1,0,0,0,0,0,0
5252,-0.11472308894296551,-0.09762546016215742,0.5084679813583084,0.04352754424504086,-0.26316317703290554,-0.42999999999999994,-0.6589179676515752,0.4414839599933105,0,0,0,0,1,0,0,0
2721,0.18907896068156096,-0.004250932816941634,-0.17727263584160857,1.478060321043454,0.08589850009556972,-0.7602857142857142,-1.0402458536343056,-1.4272312145815482,0,0,0,1,0,0,0,0
346,0.48915741559340925,0.4954460030734026,-0.1433223989229287,-1.1134012772742916,0.6674666576642918,-0.7391428571428571,-0.9676146549283444,-0.6797451447516047,0,0,0,0,0,0,0,1
7308,0.325622269027581,1.558369088038247,0.6791310934323112,0.48246670015181453,0.9407372612986088,0.14514285714285702,0.02781385722064535,1.188970029823254,0,1,0,0,0,0,0,0
8677,2.3219640584025902,2.6041559134105574,2.1652565045402135,-0.3042566735203801,1.2200469942950094,-0.119142857142857,2.4059917074708617,0.4414839599933105,0,0,0,0,1,0,0,0
6482,-0.7087168669125252,-0.37250090053400003,-0.3790634456580626,-0.7097890858163006,0.2815662914271024,-0.9454285714285714,-0.13202638373088238,-1.4272312145815482,0,1,0,0,0,0,0,0
5778,1.7055409156428634,1.2320651771881814,1.4120261486620873,1.044733511730783,0.30391107006681417,0.7477142857142858,0.9136488145889314,1.5627130647382257,0,0,0,0,1,0,0,0
3937,-0.013348035318953575,0.09394145870714053,0.05940470684493683,-0.9670141168429777,-1.0977708548729619,0.3597142857142859,-1.0452290587366115,-0.306002109836633,0,0,0,1,0,0,0,0
4559,-0.031053283012397227,0.022220084529688305,0.3868382740920074,-0.6862302875248756,-1.0403991259331606,0.8768571428571428,-0.8424377202934814,-0.6797451447516047,0,0,1,0,0,0,0,0
2202,0.3044247916866201,-0.0581050025101671,-0.020210148577576942,-0.5890957988952152,-1.327257770632167,0.576857142857143,-1.0670076624821871,0.4414839599933105,0,0,0,0,0,1,0,0
9400,2.3185639306633177,2.4638706160182684,2.0686831873623803,1.1641410497531124,0.26314694687274487,0.7862857142857145,2.2743233067533257,0.06774092507833876,0,0,0,0,1,0,0,0
6169,1.713635647811636,-1.1272696897285188,1.5729630016569214,2.0969200120594795,1.2442035117433468,-0.7134285714285713,1.1769337789315713,-0.6797451447516047,0,0,0,0,0,1,0,0
8650,-0.3081523775502914,-0.30931907375745976,-0.41305327229649097,0.13525706347855485,-1.0699908598073737,0.33342857142857163,-0.46185685013509065,1.188970029823254,0,1,0,0,0,0,0,0
4605,-0.11784459879744748,-0.12187886185733106,0.07504619443919937,0.16214537291892614,-1.1249469370023415,0.3854285714285717,-0.8422288057931304,1.188970029823254,0,0,0,0,1,0,0,0
8404,0.4690113406718867,0.13228377475851547,0.158471842033702,0.7826104739668568,-0.41927467104278565,0.28914285714285715,-1.0660069388028302,-0.306002109836633,0,0,0,0,0,0,0,1
4093,-1.809545704840435,-1.8172085031563519,-2.0437115209277117,-0.46106961841264166,0.9778779068754273,0.1100000000000001,2.1997388716959985,1.188970029823254,0,1,0,0,0,0,0,0
2341,-1.6036759887178644,-1.057079182745993,-1.1858814893122271,-1.0471601334823637,1.2885911125546667,-0.18399999999999994,1.2338859274320548,-0.306002109836633,0,1,0,0,0,0,0,0
7712,1.695298244403788,2.3673639945589056,1.040723322223194,-0.7965409472586114,2.1238027033309317,-0.9742857142857143,1.3230678401396248,-0.6797451447516047,0,0,0,0,0,1,0,0
477,-0.6077530611634415,0.21716181511517627,0.539127743705679,-0.07531656235634203,-0.8501665510275036,0.12542857142857144,-0.31589257446994096,0.06774092507833876,0,0,0,1,0,0,0,0
9074,-0.10911118845365836,0.053238223089421895,-0.031647980719143314,0.17537876974687847,-1.2744153887139291,0.5268571428571431,-0.9363959005899908,0.06774092507833876,0,0,0,0,1,0,0,0
7677,-1.499804118611026,0.932593428683381,-1.8321813885774745,1.6981518742767898,1.472180645162031,-0.9291428571428572,1.3510189192192825,0.8152269949082822,0,1,0,0,0,0,0,0
2068,0.06119032755962609,0.10343104736440561,0.2891412484063148,0.33229238777211695,-0.45037618725752027,-0.2528571428571429,-0.9978296259405337,0.4414839599933105,0,0,0,1,0,0,0,0
3413,-1.4200256383166823,-1.2286213937269737,-1.6006151007531075,0.20318648309813875,0.5376253763794785,0.5265714285714287,1.4032225790527364,0.4414839599933105,0,0,0,0,0,1,0,0
993,0.19730363300587622,-0.12150939999694924,-0.14943829036110365,-0.557749224704288,-0.6499694126744078,-0.06399999999999983,-0.9707609646237992,-2.174717284411492,0,0,0,0,0,1,0,0
5336,-0.2838517463456916,-0.23107599738060453,-0.05046817269542239,-1.0825626061170872,-0.26406904643721824,-0.42914285714285705,-0.6425294594018784,1.188970029823254,0,0,0,0,0,0,1,0
1722,-0.6804823202067688,0.19704109885652685,0.6285956344396528,-0.9241180841854997,-0.5273750866240956,-0.17999999999999994,-0.20323387272543747,1.188970029823254,0,0,0,0,0,0,1,0
7377,-0.018198578877372085,0.2893159834483484,0.7298312242556643,0.2718717638914388,-1.110453026533339,0.9431428571428575,-0.5840433166145553,0.06774092507833876,0,0,1,0,0,0,0,0
7871,-0.22608421648033644,-0.34829582131839426,0.04234092544542562,0.5302631567320496,-1.6790370559735799,0.9097142857142857,-0.6180923083564713,0.8152269949082822,0,1,0,0,0,0,0,0
4704,0.01899699151243043,-0.1309425899602488,-0.2809887722274364,-0.680198573292466,-0.9425652302673942,0.21285714285714308,-0.8312938276472485,0.8152269949082822,0,0,0,0,1,0,0,0
94,-1.5491738356476372,0.17345241332177583,-1.7781334421180126,0.23779477782108946,0.542154723401042,0.21257142857142863,1.274108278705474,0.4414839599933105,0,0,0,0,0,1,0,0
3994,-0.3079371678624608,-0.40532001213761376,0.01635685191375814,0.979107099591901,-1.5772777262224587,0.8134285714285716,-0.5213118590026636,0.06774092507833876,0,1,0,0,0,0,0,0
9016,0.37937170436144113,0.18691267883442805,-0.4930880298286228,-1.079155463574626,-0.933808492692372,0.7760000000000002,-0.8048205917170037,-0.6797451447516047,1,0,0,0,0,0,0,0
6340,1.4413163648576675,1.5519311630921488,1.8633687806823387,1.3829821562298956,0.981803340960782,0.10628571428571432,1.1942517920384044,0.8152269949082822,0,0,0,0,0,0,1,0
8645,0.11854973905866244,-0.05246488126399918,-2.112964850315984,0.12808750885744863,-1.412107538169452,0.6571428571428575,-0.9485420046547756,-1.0534881796665765,0,1,0,0,0,0,0,0
7616,-0.07111357569455301,0.06131743691457457,0.18297271544447516,-0.94854462600879,-1.3764766749331545,0.6234285714285717,-0.9470209416634323,0.8152269949082822,0,0,0,0,1,0,0,0
9835,-0.3909869144567963,-0.3576364429555763,0.019298434188681456,-0.5352717200751191,-1.7548281294677386,0.9814285714285718,-0.48671014889817266,-0.6797451447516047,0,0,0,0,0,1,0,0
2789,0.7764944299715848,0.7522585150548174,0.12936965021905925,-0.6504465571437575,-0.6702004960373903,0.5265714285714287,-0.6193470728609471,-1.4272312145815482,1,0,0,0,0,0,0,0
4541,0.3513850135119225,-0.0015543072043306637,-0.142799782813349,-0.4414419976311118,-0.8468450298783573,0.12228571428571433,-1.0505272937083745,-1.80097424949652,0,0,0,0,0,1,0,0
9839,0.23387728579204267,-0.10140717089108103,-0.07372640313478113,0.6653155051243536,-0.6348715892691971,-0.07828571428571429,-1.0213188621946507,-2.174717284411492,0,0,0,0,0,1,0,0
6068,-0.039420038507623496,-0.06150207814417863,0.10689484115235613,0.644643663812527,-0.26648469818205195,-0.4268571428571428,-0.9345998254373753,0.8152269949082822,0,1,0,0,0,0,0,0
562,-1.7708157927223904,-2.0022104270208274,-2.004409199879809,0.7087985150291329,0.6922270880488379,0.38028571428571434,2.2458959510743712,0.8152269949082822,0,0,0,0,1,0,0,0
6158,0.23433440561818858,0.08196371927686173,-0.13559115197627628,0.11355762296139514,-1.344167332846003,0.592857142857143,-1.1316284866067876,-1.80097424949652,0,0,0,0,0,0,1,0
2937,-0.45687054190722454,-0.35840092837938053,-0.4086764552797996,0.07139886537402135,-0.31117425546147603,-0.38457142857142856,-0.33157776676882106,-2.174717284411492,0,0,0,0,0,1,0,0
1815,-1.7869065510713042,-1.9556882096495747,-1.9726298610134712,-0.7277835484204208,0.9534194329589853,0.13314285714285723,2.2132054897133924,1.5627130647382257,0,0,0,0,0,0,1,0
3599,-1.7481595332832631,-1.0149198735681122,-1.5184910708190058,0.4962739659734233,0.08589850009556972,0.9540000000000002,1.5028581942642445,1.5627130647382257,0,0,0,0,1,0,0,0
3005,-0.644511090418007,-0.618405578854629,1.8418196981489932,2.084830490580463,0.5475899398269178,-0.05428571428571427,0.8596214227997768,0.4414839599933105,0,0,0,1,0,0,0,0
1219,-0.20343261219080677,-0.11485818648658684,0.10927225804596631,-0.15784899867945532,-0.6197737658639861,-0.09257142857142853,-0.7716041967193406,0.8152269949082822,0,1,0,0,0,0,0,0
6613,-0.3086136441217201,-0.10752901015878401,0.3013313526160139,-0.17376079460159363,-0.2613514382242802,-0.4317142857142857,-0.6312077532141437,0.4414839599933105,0,0,0,0,0,0,1,0
1843,-0.9552715388789305,-0.46849506183993983,-0.8521594996681618,-0.09755240350076311,1.9882242491521376,-0.8460000000000001,-1.288744973426403,0.4414839599933105,0,0,0,1,0,0,0,0
5254,-0.5269688614322754,0.1589228229982566,0.5601113269549589,0.560296425607816,-0.9990310898028828,0.26628571428571446,-0.37368057531432364,0.4414839599933105,0,0,0,1,0,0,0,0
3881,-1.0879826629172278,-1.822824762331938,-0.6164352475051446,-0.919297944907662,1.4748982533749686,-0.3602857142857143,1.0897642238119163,0.06774092507833876,0,0,0,0,1,0,0,0
6906,0.03878080383178551,-0.26626132964987503,0.0360835802984038,0.6415496726614718,-0.352844248059858,-0.3451428571428572,-0.837551654773251,1.188970029823254,0,1,0,0,0,0,0,0
2616,0.25112241085843445,-0.027230102098710858,0.4992748233180142,-0.15558637863103308,-1.0875043349574185,0.9214285714285717,-0.8121233538246241,-1.4272312145815482,0,0,0,0,0,0,1,0
6148,2.0492454500842534,0.701929556965849,0.5812394693350007,-0.2991709811172862,0.26405281627705784,0.7854285714285716,0.6610112926737789,0.4414839599933105,0,1,0,0,0,0,0,0
